County,State,Year,Number of Incidents,Total Killed,Total Injured,Latitude,Longitude,Population,Median Age,Household Income,Per Capita Income,Poverty Count,Poverty Rate,Unemployment Rate
Ware, GA,2016,3,4,2,31.2024,-82.3124,,,,,,,
Warren, PA,2016,3,2,0,41.8417,-79.3617,,,,,,,
Washington, KY,2016,3,3,1,37.7093,-85.2195,,,,,,,
Washington, MN,2016,3,2,0,44.9241,-92.7648,,,,,,,
Washington, NE,2016,3,0,0,41.5384,-96.3864,,,,,,,
Washington, OK,2016,3,2,1,36.7473,-95.9808,,,,,,,
Watauga, NC,2016,3,1,0,36.2088,-81.7017,,,,,,,
Waynesboro, VA,2016,3,0,1,38.0734,-78.9049,,,,,,,
Whitley, KY,2016,3,1,1,36.7819,-84.0481,,,,,,,
Winchester, VA,2016,3,1,1,39.1606,-78.1773,,,,,,,
Winkler, TX,2016,3,0,1,31.8539,-103.095,,,,,,,
Winnebago, WI,2016,3,0,1,44.0285,-88.5465,,,,,,,
Wise, VA,2016,3,1,2,36.9101,-82.7912,,,,,,,
Wood, TX,2016,3,2,1,32.7295,-95.2579,,,,,,,
Yamhill, OR,2016,3,0,1,45.2092,-123.21,,,,,,,
Yankton, SD,2016,3,1,2,42.8936,-97.3379,,,,,,,
Yuba, CA,2016,3,1,0,39.1025,-121.583,,,,,,,
Adair, KY,2016,2,0,3,37.0823,-85.3278,,,,,,,
Adams, NE,2016,2,0,1,40.6668,-98.4774,,,,,,,
Addison, VT,2016,2,0,0,44.1621,-73.2501,,,,,,,
Allegany, MD,2016,2,2,0,39.6698,-78.7931,,,,,,,
Anderson, KY,2016,2,1,1,38.0442,-84.8657,,,,,,,
Andrews, TX,2016,2,0,1,32.3289,-102.548,,,,,,,
Arenac, MI,2016,2,2,0,44.0555,-83.6541,,,,,,,
Atoka, OK,2016,2,0,0,34.2437,-95.8516,,,,,,,
Ballard, KY,2016,2,1,1,37.0776,-88.9684,,,,,,,
Bath, KY,2016,2,2,0,38.2425,-83.8734,,,,,,,
Baxter, AR,2016,2,0,0,36.2443,-92.3722,,,,,,,
Beauregard, LA,2016,2,1,1,30.8481,-93.2938,,,,,,,
Ben Hill, GA,2016,2,2,0,31.7271,-83.2566,,,,,,,
Benewah, ID,2016,2,0,0,47.3352,-116.885,,,,,,,
Bennington, VT,2016,2,0,0,43.0049,-73.2625,,,,,,,
Bibb, AL,2016,2,1,0,32.9222,-87.2118,,,,,,,
Bledsoe, TN,2016,2,2,0,35.629,-85.2087,,,,,,,
Boone, IA,2016,2,1,0,42.0583,-93.8963,,,,,,,
Boyd, KY,2016,2,1,0,38.4656,-82.6719,,,,,,,
Bradford, FL,2016,2,1,0,29.9531,-82.1022,,,,,,,
Breathitt, KY,2016,2,1,3,37.5614,-83.3845,,,,,,,
Brooke, WV,2016,2,0,0,40.2046,-80.5691,,,,,,,
Brookings, SD,2016,2,0,1,44.3024,-96.7893,,,,,,,
Brown, IN,2016,2,0,2,39.2207,-86.1259,,,,,,,
Brown, OH,2016,2,0,0,38.732,-83.8366,,,,,,,
Buchanan, IA,2016,2,0,0,42.4825,-91.9433,,,,,,,
Buchanan, VA,2016,2,2,0,37.3547,-82.1395,,,,,,,
Butler, KY,2016,2,3,0,37.2173,-86.7001,,,,,,,
Canadian, OK,2016,2,0,1,35.3959,-97.7251,,,,,,,
Cannon, TN,2016,2,1,1,35.8641,-85.9576,,,,,,,
Carbon, MT,2016,2,4,0,45.3436,-109.1817,,,,,,,
Carbon, UT,2016,2,2,0,39.6049,-110.809,,,,,,,
Carroll, NH,2016,2,0,0,43.4922,-71.0239,,,,,,,
Carroll, TN,2016,2,1,1,35.9893,-88.4338,,,,,,,
Carteret, NC,2016,2,0,1,34.7182,-76.6638,,,,,,,
Cass, MN,2016,2,0,1,47.3819,-94.6102,,,,,,,
Cass, NE,2016,2,1,0,41.0022,-96.1633,,,,,,,
Catoosa, GA,2016,2,0,1,34.9606,-85.1673,,,,,,,
Chaffee, CO,2016,2,0,2,39.5505,-107.325,,,,,,,
Chambers, TX,2016,2,0,1,29.8133,-94.3753,,,,,,,
Chelan, WA,2016,2,1,1,47.5962,-120.661,,,,,,,
Cherokee, OK,2016,2,1,1,35.8569,-94.9215,,,,,,,
Childress, TX,2016,2,0,2,34.4307,-100.216,,,,,,,
Chippewa, WI,2016,2,2,0,44.9626,-91.345,,,,,,,
Choctaw, AL,2016,2,0,1,32.2277,-88.3245,,,,,,,
Cibola, NM,2016,2,1,0,35.156,-107.839,,,,,,,
Clarke, AL,2016,2,0,1,34.7691,-85.8728,,,,,,,
Clarke, MS,2016,2,2,0,32.0515,-88.7277,,,,,,,
Clatsop, OR,2016,2,2,0,45.9931,-123.926,,,,,,,
Clay, AR,2016,2,1,0,36.4044,-90.5903,,,,,,,
Clay, IN,2016,2,2,0,39.5571,-87.1076,,,,,,,
Clay, KY,2016,2,1,1,37.222,-83.7372,,,,,,,
Clayton, IA,2016,2,0,0,43.0458,-91.1867,,,,,,,
Clearfield, PA,2016,2,0,2,41.082,-78.6536,,,,,,,
Cleburne, AR,2016,2,3,1,35.4154,-92.186,,,,,,,
Clinton, IL,2016,2,0,1,38.607,-89.6844,,,,,,,
Clinton, NY,2016,2,0,0,44.6209,-73.5332,,,,,,,
Coal, OK,2016,2,0,1,34.605,-96.4145,,,,,,,
Cocke, TN,2016,2,2,0,35.866,-83.2168,,,,,,,
Colonial Heights, VA,2016,2,0,1,37.2688,-77.4235,,,,,,,
Conecuh, AL,2016,2,0,0,31.4381,-86.9511,,,,,,,
Converse, WY,2016,2,1,0,42.8614,-105.872,,,,,,,
Cook, GA,2016,2,3,2,31.1304,-83.4338,,,,,,,
Cooke, TX,2016,2,0,1,33.642,-97.1339,,,,,,,
Coos, NH,2016,2,0,0,44.4676,-71.1661,,,,,,,
Crawford, IA,2016,2,0,2,42.1577,-95.4368,,,,,,,
Crawford, PA,2016,2,0,3,41.6358,-80.1541,,,,,,,
Crockett, TN,2016,2,1,1,35.8586,-89.1277,,,,,,,
Dakota, NE,2016,2,0,0,42.4684,-96.4153,,,,,,,
Dawson, GA,2016,2,0,1,34.333,-84.0627,,,,,,,
Decatur, GA,2016,2,1,2,30.936,-84.6125,,,,,,,
Decatur, IN,2016,2,1,1,39.3439,-85.4899,,,,,,,
DeKalb, IN,2016,2,1,0,41.4285,-84.9239,,,,,,,
Delta, CO,2016,2,0,0,38.7328,-108.056,,,,,,,
Denali, AK,2016,2,1,0,63.8795,-148.999,,,,,,,
Dickinson, IA,2016,2,0,2,43.4286,-95.1023,,,,,,,
Dickinson, KS,2016,2,0,1,38.9297,-97.2187,,,,,,,
Dodge, GA,2016,2,2,0,32.1973,-83.1712,,,,,,,
Dorchester, MD,2016,2,2,0,38.6431,-75.8695,,,,,,,
Douglas, MN,2016,2,1,0,45.8801,-95.3823,,,,,,,
Duval, TX,2016,2,1,0,27.7692,-98.2419,,,,,,,
Eagle, CO,2016,2,0,0,39.6361,-106.524,,,,,,,
Edgefield, SC,2016,2,2,1,33.7896,-81.9296,,,,,,,
Elbert, CO,2016,2,0,1,39.4071,-103.898,,,,,,,
Elbert, GA,2016,2,3,2,34.1178,-82.867,,,,,,,
Ellis, KS,2016,2,2,0,38.8791,-99.307,,,,,,,
Ellsworth, KS,2016,2,0,1,38.5876,-98.412,,,,,,,
Erath, TX,2016,2,1,0,32.22,-98.2212,,,,,,,
Falls, TX,2016,2,0,2,31.3023,-96.8859,,,,,,,
Fannin, TX,2016,2,0,1,33.5767,-96.1706,,,,,,,
Fillmore, MN,2016,2,1,0,43.651,-92.1116,,,,,,,
Forest, PA,2016,2,0,0,41.4917,-79.4565,,,,,,,
Forsyth, GA,2016,2,0,0,34.1692,-84.1761,,,,,,,
Franklin, AL,2016,2,2,0,34.5058,-87.7333,,,,,,,
Franklin, GA,2016,2,1,2,34.4304,-83.1114,,,,,,,
Franklin, IL,2016,2,2,0,37.9792,-88.9241,,,,,,,
Franklin, LA,2016,2,0,1,32.1651,-91.721,,,,,,,
Franklin, TN,2016,2,1,1,35.0512,-86.2697,,,,,,,
Garland, AR,2016,2,1,2,34.6338,-93.1587,,,,,,,
Garrett, MD,2016,2,0,1,39.6572,-79.1824,,,,,,,
Gasconade, MO,2016,2,1,2,38.3302,-91.5305,,,,,,,
Gem, ID,2016,2,0,2,43.8719,-116.503,,,,,,,
Gibson, IN,2016,2,0,0,38.2776,-87.6854,,,,,,,
Goodhue, MN,2016,2,0,0,44.5647,-92.5288,,,,,,,
Grays Harbor, WA,2016,2,1,0,46.9901,-123.599,,,,,,,
Green, WI,2016,2,0,0,42.6037,-89.78,,,,,,,
Grimes, TX,2016,2,2,0,30.3843,-96.0657,,,,,,,
Grundy, IL,2016,2,1,1,41.3824,-88.4298,,,,,,,
Gunnison, CO,2016,2,0,1,38.5514,-106.934,,,,,,,
Hale, AL,2016,2,2,0,32.9501,-87.6235,,,,,,,
Hall, NE,2016,2,1,0,40.9302,-98.357,,,,,,,
Hampshire, MA,2016,2,0,0,42.3136,-72.6277,,,,,,,
Hancock, KY,2016,2,1,0,37.873,-86.936,,,,,,,
Hancock, WV,2016,2,1,1,40.4109,-80.5378,,,,,,,
Hardin, TN,2016,2,2,0,35.2048,-88.1939,,,,,,,
Harrison, IN,2016,2,1,1,38.4086,-86.112,,,,,,,
Hart, GA,2016,2,0,1,34.2584,-83.1205,,,,,,,
Hickman, TN,2016,2,0,0,35.777,-87.4676,,,,,,,
Hockley, TX,2016,2,0,1,33.581,-102.384,,,,,,,
Holmes, FL,2016,2,1,0,30.9802,-85.6189,,,,,,,
Howell, MO,2016,2,2,0,36.6311,-91.9602,,,,,,,
Hubbard, MN,2016,2,0,1,46.9188,-95.0666,,,,,,,
Huron, MI,2016,2,0,0,43.9442,-82.8362,,,,,,,
Huron, OH,2016,2,0,1,41.0783,-82.3973,,,,,,,
Imperial, CA,2016,2,1,0,32.6772,-115.494,,,,,,,
Independence, AR,2016,2,0,0,35.7666,-91.6533,,,,,,,
Iron, UT,2016,2,1,1,37.7027,-113.073,,,,,,,
Isanti, MN,2016,2,0,1,45.5382,-93.2045,,,,,,,
Island, WA,2016,2,0,1,48.2978,-122.657,,,,,,,
Jackson, WI,2016,2,0,1,44.3019,-90.8443,,,,,,,
Jasper, TX,2016,2,0,2,30.9132,-93.9973,,,,,,,
Jefferson Davis, MS,2016,2,1,2,31.5911,-89.8727,,,,,,,
Jefferson, GA,2016,2,1,0,34.2491,-84.7833,,,,,,,
Jefferson, WV,2016,2,3,0,39.2854,-77.7705,,,,,,,
Jennings, IN,2016,2,0,1,38.9556,-85.6758,,,,,,,
Jerome, ID,2016,2,1,0,42.7179,-114.507,,,,,,,
Johnson, AR,2016,2,1,1,35.3649,-93.3707,,,,,,,
Johnson, TN,2016,2,0,1,36.4746,-81.8048,,,,,,,
Johnson, TX,2016,2,2,1,32.3008,-97.3892,,,,,,,
Johnston, OK,2016,2,0,0,34.2457,-96.4368,,,,,,,
Jones, NC,2016,2,0,2,34.9065,-77.23,,,,,,,
Jones, TX,2016,2,1,0,32.9453,-99.8003,,,,,,,
Kay, OK,2016,2,1,0,36.6596,-97.3459,,,,,,,
King George, VA,2016,2,0,0,38.3393,-77.0538,,,,,,,
Laclede, MO,2016,2,0,0,37.6833,-92.6543,,,,,,,
Lafayette, MO,2016,2,1,0,39.0069,-93.8884,,,,,,,
LaGrange, IN,2016,2,0,0,41.7217,-85.4211,,,,,,,
Lake, CA,2016,2,2,3,38.8356,-122.723,,,,,,,
Lamar, MS,2016,2,2,0,31.4136,-89.5507,,,,,,,
Lanier, GA,2016,2,1,2,31.0364,-83.0649,,,,,,,
Latah, ID,2016,2,1,0,46.5515,-116.922,,,,,,,
Lauderdale, TN,2016,2,1,2,35.7418,-89.5205,,,,,,,
Laurens, GA,2016,2,0,2,32.5418,-82.9175,,,,,,,
Lawrence, IN,2016,2,1,2,38.7377,-86.4938,,,,,,,
Lawrence, KY,2016,2,3,0,38.028,-82.8955,,,,,,,
Lawrence, MS,2016,2,2,0,31.5554,-90.1658,,,,,,,
Lawrence, TN,2016,2,0,1,35.2551,-87.3505,,,,,,,
Le Flore, OK,2016,2,1,1,34.8018,-94.8391,,,,,,,
Leake, MS,2016,2,2,0,32.7813,-89.6041,,,,,,,
Lee, KY,2016,2,4,0,37.4859,-83.6849,,,,,,,
Leelanau, MI,2016,2,1,0,44.9735,-85.6543,,,,,,,
Lewis, NY,2016,2,0,0,43.787,-75.4992,,,,,,,
Lincoln, KY,2016,2,0,1,37.5322,-84.6536,,,,,,,
Lincoln, MT,2016,2,1,0,48.4785,-115.584,,,,,,,
Little River, AR,2016,2,1,0,33.7019,-94.3926,,,,,,,
Live Oak, TX,2016,2,1,0,28.3376,-98.028,,,,,,,
Llano, TX,2016,2,1,0,30.7143,-98.6276,,,,,,,
Long, GA,2016,2,2,0,31.7163,-81.7476,,,,,,,
Loudon, TN,2016,2,2,0,35.8174,-84.2289,,,,,,,
Lyon, KS,2016,2,1,1,38.4145,-96.1892,,,,,,,
Madison, ID,2016,2,0,0,43.8142,-111.804,,,,,,,
Madison, NY,2016,2,0,1,43.0785,-75.6582,,,,,,,
Mahaska, IA,2016,2,1,1,41.2337,-92.7618,,,,,,,
Manitowoc, WI,2016,2,1,0,44.0721,-87.6593,,,,,,,
Maries, MO,2016,2,1,1,38.1867,-91.9471,,,,,,,
Marinette, WI,2016,2,1,0,45.1189,-87.8871,,,,,,,
Marion, TN,2016,2,1,0,35.2358,-85.4878,,,,,,,
Marshall, OK,2016,2,0,1,34.0928,-96.7604,,,,,,,
McDonough, IL,2016,2,0,0,40.5123,-90.4761,,,,,,,
McKenzie, ND,2016,2,0,0,47.7594,-103.438,,,,,,,
Mercer, OH,2016,2,0,2,40.5465,-84.5661,,,,,,,
Mifflin, PA,2016,2,0,0,40.6778,-77.61,,,,,,,
Milam, TX,2016,2,1,1,30.8574,-96.9739,,,,,,,
Miller, MO,2016,2,0,1,38.3313,-92.5844,,,,,,,
Monroe, AR,2016,2,1,0,34.6043,-91.1957,,,,,,,
Monroe, MO,2016,2,0,3,39.655,-91.7182,,,,,,,
Monroe, WI,2016,2,2,1,43.946,-90.8093,,,,,,,
Montgomery, NC,2016,2,2,0,35.3647,-79.8998,,,,,,,
Montmorency, MI,2016,2,2,0,45.0632,-83.9349,,,,,,,
Morgan, MO,2016,2,0,0,38.3017,-92.8288,,,,,,,
Morris, TX,2016,2,1,1,33.0306,-94.725,,,,,,,
Musselshell, MT,2016,2,2,1,46.4185,-108.52,,,,,,,
Newaygo, MI,2016,2,2,1,43.4826,-85.683,,,,,,,
Newport, RI,2016,2,0,0,41.4803,-71.3205,,,,,,,
Nicholas, KY,2016,2,1,2,38.2725,-83.9318,,,,,,,
Nicholas, WV,2016,2,1,1,38.2616,-81.2224,,,,,,,
Noble, IN,2016,2,0,0,41.4958,-85.3636,,,,,,,
Ogle, IL,2016,2,0,0,42.1264,-89.4025,,,,,,,
Orleans, VT,2016,2,0,0,44.7528,-72.1789,,,,,,,
Ozaukee, WI,2016,2,1,0,43.3656,-87.9064,,,,,,,
Page, IA,2016,2,0,2,40.7684,-95.3712,,,,,,,
Pamlico, NC,2016,2,0,1,35.031,-76.693,,,,,,,
Payette, ID,2016,2,1,1,43.9916,-116.793,,,,,,,
Perry, AR,2016,2,1,0,34.9827,-92.7851,,,,,,,
Perry, IL,2016,2,0,3,38.0235,-89.2389,,,,,,,
Perry, KY,2016,2,1,1,37.2773,-83.228,,,,,,,
Perry, MO,2016,2,1,1,37.7223,-89.8725,,,,,,,
Person, NC,2016,2,2,0,36.4118,-79.0438,,,,,,,
Pickens, AL,2016,2,0,5,33.2707,-88.1104,,,,,,,
Pike, OH,2016,2,8,0,39.0201,-83.275,,,,,,,
Plaquemines, LA,2016,2,0,3,29.6271,-89.9336,,,,,,,
Platte, MO,2016,2,4,0,39.4922,-94.6372,,,,,,,
Plymouth, IA,2016,2,0,0,42.7938,-96.1737,,,,,,,
Pointe Coupee, LA,2016,2,1,0,30.7016,-91.4362,,,,,,,
Polk, OR,2016,2,2,1,44.8551,-123.1948,,,,,,,
Pontotoc, MS,2016,2,1,1,34.2357,-89.0423,,,,,,,
Pottawatomie, KS,2016,2,0,0,39.2261,-96.434,,,,,,,
Potter, PA,2016,2,0,1,41.536,-78.1067,,,,,,,
Pratt, KS,2016,2,0,1,37.646,-98.7381,,,,,,,
Putnam, IN,2016,2,1,2,39.6445,-86.8647,,,,,,,
Putnam, NY,2016,2,0,0,41.4025,-73.7376,,,,,,,
Ramsey, ND,2016,2,0,0,48.1054,-98.8604,,,,,,,
Ransom, ND,2016,2,1,1,46.6246,-97.6022,,,,,,,
Richland, LA,2016,2,2,1,32.3201,-91.8442,,,,,,,
Richland, WI,2016,2,0,0,43.3362,-90.3867,,,,,,,
Richmond, NC,2016,2,1,1,34.8935,-79.8326,,,,,,,
Russell, KY,2016,2,1,0,37.064,-85.1172,,,,,,,
Russell, VA,2016,2,0,0,36.9009,-82.0569,,,,,,,
Rutland, VT,2016,2,1,0,43.6123,-72.9835,,,,,,,
Saguache, CO,2016,2,1,0,37.7482,-106.112,,,,,,,
Saline, IL,2016,2,1,1,37.6744,-88.5495,,,,,,,
Saluda, SC,2016,2,0,1,33.8468,-81.6682,,,,,,,
Santa Cruz, AZ,2016,2,0,2,31.3357,-110.967,,,,,,,
Schoharie, NY,2016,2,0,0,42.5482,-74.3271,,,,,,,
Schuyler, NY,2016,2,1,0,42.3275,-76.8601,,,,,,,
Scott, VA,2016,2,2,1,36.7018,-82.8381,,,,,,,
Sevier, TN,2016,2,1,0,35.8873,-83.5678,,,,,,,
Shelby, KY,2016,2,1,0,38.222,-85.3501,,,,,,,
Sheridan, WY,2016,2,1,0,44.8041,-106.953,,,,,,,
Sierra, NM,2016,2,1,0,33.1908,-107.222,,,,,,,
Simpson, KY,2016,2,0,2,36.7146,-86.5762,,,,,,,
Socorro, NM,2016,2,1,0,34.1589,-106.918,,,,,,,
Somerset, NJ,2016,2,0,1,40.5365,-74.5898,,,,,,,
Somerset, PA,2016,2,0,1,40.2404,-78.838,,,,,,,
St. Clair, MI,2016,2,0,1,42.9704,-82.4244,,,,,,,
St. Mary's, MD,2016,2,0,0,38.2515,-76.4522,,,,,,,
Staunton, VA,2016,2,1,0,38.0571,-79.149,,,,,,,
Stephens, OK,2016,2,0,1,34.576,-98.2998,,,,,,,
Stillwater, MT,2016,2,3,0,45.8491,-109.577,,,,,,,
Stokes, NC,2016,2,1,0,36.3608,-80.4142,,,,,,,
Stone, MO,2016,2,1,0,36.899,-93.5717,,,,,,,
Summit, UT,2016,2,1,0,40.6536,-111.503,,,,,,,
Surry, VA,2016,2,0,2,37.1021,-76.7356,,,,,,,
Teller, CO,2016,2,0,0,38.981,-105.056,,,,,,,
Teton, WY,2016,2,0,0,43.5878,-110.83,,,,,,,
Tioga, NY,2016,2,2,1,42.0281,-76.4121,,,,,,,
Todd, KY,2016,2,0,0,36.8092,-87.1544,,,,,,,
Trempealeau, WI,2016,2,0,0,44.2512,-91.4931,,,,,,,
Trigg, KY,2016,2,0,0,36.8314,-87.8635,,,,,,,
Tuscola, MI,2016,2,0,1,43.3359,-83.3503,,,,,,,
Twiggs, GA,2016,2,2,0,32.6872,-83.3472,,,,,,,
Uintah, UT,2016,2,1,0,40.2111,-109.729,,,,,,,
Unicoi, TN,2016,2,0,1,36.1215,-82.397,,,,,,,
Union, FL,2016,2,2,0,29.9936,-82.4246,,,,,,,
Union, IA,2016,2,0,0,41.0636,-94.3697,,,,,,,
Union, KY,2016,2,2,1,37.6626,-87.9001,,,,,,,
Union, MS,2016,2,0,1,34.4859,-89.0065,,,,,,,
Union, TN,2016,2,1,1,36.2138,-83.7884,,,,,,,
Van Wert, OH,2016,2,0,0,40.8509,-84.5813,,,,,,,
Van Zandt, TX,2016,2,1,0,32.6549,-95.9444,,,,,,,
Wakulla, FL,2016,2,1,0,30.0979,-84.3192,,,,,,,
Waldo, ME,2016,2,0,0,44.4469,-69.0209,,,,,,,
Warren, NJ,2016,2,0,1,40.698,-75.1978,,,,,,,
Warren, TN,2016,2,2,1,35.5963,-85.7106,,,,,,,
Washington, IA,2016,2,0,1,41.3099,-91.6917,,,,,,,
Washington, IN,2016,2,2,1,38.6028,-86.1033,,,,,,,
Washington, OH,2016,2,2,0,39.3992,-81.2604,,,,,,,
Washington, TX,2016,2,0,1,30.1668,-96.4035,,,,,,,
Waupaca, WI,2016,2,1,0,44.3842,-88.735,,,,,,,
Wayne, GA,2016,2,2,0,31.5421,-82.1226,,,,,,,
Wayne, MS,2016,2,3,0,31.5687,-88.6781,,,,,,,
Wayne, NY,2016,2,0,1,43.0396,-77.1015,,,,,,,
Wayne, OH,2016,2,2,0,40.8367,-81.7644,,,,,,,
Wayne, WV,2016,2,0,1,38.0017,-82.5037,,,,,,,
Weakley, TN,2016,2,1,0,36.2174,-88.6107,,,,,,,
West Carroll, LA,2016,2,3,0,32.7137,-91.4925,,,,,,,
Wheeler, TX,2016,2,0,2,35.5291,-100.4394,,,,,,,
White, GA,2016,2,1,0,34.5964,-83.7721,,,,,,,
Wilcox, AL,2016,2,1,1,31.9976,-87.3061,,,,,,,
Windham, CT,2016,2,0,0,41.8053,-71.881,,,,,,,
Windham, VT,2016,2,0,0,43.1439,-72.4575,,,,,,,
Windsor, VT,2016,2,0,1,43.8718,-72.5727,,,,,,,
Winston, MS,2016,2,0,2,33.1173,-89.0445,,,,,,,
Wolfe, KY,2016,2,0,3,37.7343,-83.5474,,,,,,,
Worcester, MD,2016,2,4,0,38.1655,-75.3968,,,,,,,
Worth, GA,2016,2,1,0,31.5334,-83.8187,,,,,,,
Wright, MN,2016,2,1,0,45.0932,-93.8732,,,,,,,
Wyoming, NY,2016,2,0,0,42.7411,-78.1288,,,,,,,
Yalobusha, MS,2016,2,1,0,34.1428,-89.6319,,,,,,,
York, VA,2016,2,1,1,37.1578,-76.4582,,,,,,,
Yukon-Koyukuk, AK,2016,2,1,0,66.6606,-147.574,,,,,,,
Adams, OH,2016,1,1,0,41.586,-80.7961,,,,,,,
Adams, WA,2016,1,0,1,46.7482,-119.271,,,,,,,
Adams, WI,2016,1,1,0,44.0253,-89.8861,,,,,,,
Aitkin, MN,2016,1,1,0,46.6092,-93.5695,,,,,,,
Alamosa, CO,2016,1,1,0,37.7474,-105.886,,,,,,,
Alcona, MI,2016,1,1,0,43.9298,-84.893,,,,,,,
Aleutians West, AK,2016,1,0,0,53.8714,-166.541,,,,,,,
Alexander, IL,2016,1,0,2,37.0081,-89.1785,,,,,,,
Alexander, NC,2016,1,1,0,35.8611,-81.1055,,,,,,,
Alfalfa, OK,2016,1,0,0,35.8147,-95.159,,,,,,,
Allen, LA,2016,1,0,1,30.5861,-92.659,,,,,,,
Amelia, VA,2016,1,0,0,37.3089,-77.9964,,,,,,,
Andrew, MO,2016,1,1,0,39.8915,-94.9128,,,,,,,
Antelope, NE,2016,1,0,1,42.1276,-98.03,,,,,,,
Appanoose, IA,2016,1,0,0,40.734,-92.8774,,,,,,,
Appling, GA,2016,1,1,0,31.7742,-82.3465,,,,,,,
Aransas, TX,2016,1,1,0,28.0617,-97.0508,,,,,,,
Ashland, OH,2016,1,0,1,40.6576,-82.3116,,,,,,,
Ashland, WI,2016,1,0,0,46.5796,-90.8724,,,,,,,
Ashley, AR,2016,1,1,1,33.1256,-91.9683,,,,,,,
Atchison, MO,2016,1,0,0,40.4385,-95.389,,,,,,,
Augusta, VA,2016,1,0,0,38.1015,-78.968,,,,,,,
Austin, TX,2016,1,1,0,29.8966,-96.1879,,,,,,,
Baker, FL,2016,1,0,0,30.2722,-82.1147,,,,,,,
Bamberg, SC,2016,1,1,1,33.0985,-81.0138,,,,,,,
Barber, KS,2016,1,1,0,37.2921,-98.5787,,,,,,,
Barry, MO,2016,1,0,0,36.6707,-93.9399,,,,,,,
Bath, VA,2016,1,0,0,37.9519,-79.9564,,,,,,,
Beaver, UT,2016,1,1,0,38.3274,-112.828,,,,,,,
Becker, MN,2016,1,0,1,46.9916,-95.88,,,,,,,
Beckham, OK,2016,1,1,0,35.3002,-99.6423,,,,,,,
Bennett, SD,2016,1,0,0,43.1751,-101.737,,,,,,,
Benson, ND,2016,1,1,0,48.2935,-99.431,,,,,,,
Benton, IA,2016,1,0,1,42.0075,-92.0897,,,,,,,
Benton, TN,2016,1,0,0,36.0584,-88.0885,,,,,,,
Benzie, MI,2016,1,0,0,44.6233,-85.9608,,,,,,,
Berrien, GA,2016,1,1,0,31.2151,-83.2525,,,,,,,
Bienville, LA,2016,1,0,0,32.3136,-93.3041,,,,,,,
Blanco, TX,2016,1,0,0,30.045,-98.3401,,,,,,,
Bleckley, GA,2016,1,1,0,32.3875,-83.3512,,,,,,,
Bollinger, MO,2016,1,0,0,37.3244,-89.98,,,,,,,
Bon Homme, SD,2016,1,0,1,43.0267,-98.0605,,,,,,,
Bond, IL,2016,1,0,1,38.8941,-89.4113,,,,,,,
Boone, AR,2016,1,1,0,36.2631,-93.137,,,,,,,
Boone, IL,2016,1,0,0,42.2628,-88.8551,,,,,,,
Boone, WV,2016,1,0,1,38.0785,-81.8324,,,,,,,
Botetourt, VA,2016,1,0,0,37.3783,-79.8206,,,,,,,
Boundary, ID,2016,1,0,0,48.6958,-116.309,,,,,,,
Brewster, TX,2016,1,1,2,30.364,-103.6651,,,,,,,
Bristol Bay, AK,2016,1,1,0,58.7332,-156.858,,,,,,,
Brooks, GA,2016,1,0,1,30.7887,-83.4611,,,,,,,
Burnett, WI,2016,1,0,1,46.0142,-92.2616,,,,,,,
Butler, IA,2016,1,1,0,42.7492,-92.8047,,,,,,,
Butte, SD,2016,1,0,0,44.6659,-103.851,,,,,,,
Caldwell, TX,2016,1,1,0,29.8785,-97.6831,,,,,,,
Calhoun, FL,2016,1,0,1,30.5722,-85.1264,,,,,,,
Calhoun, GA,2016,1,0,1,33.62,-83.6109,,,,,,,
Calvert, MD,2016,1,0,0,38.6118,-76.601,,,,,,,
Cameron, LA,2016,1,0,0,29.8434,-93.178,,,,,,,
Campbell, SD,2016,1,1,0,45.8377,-100.0749,,,,,,,
Campbell, TN,2016,1,0,1,36.3252,-84.187,,,,,,,
Candler, GA,2016,1,1,0,32.3958,-82.0621,,,,,,,
Carbon, WY,2016,1,0,0,41.7895,-107.241,,,,,,,
Caribou, ID,2016,1,0,1,42.7327,-111.534,,,,,,,
Caroline, MD,2016,1,0,0,38.6812,-75.8007,,,,,,,
Carroll, AR,2016,1,0,0,36.3663,-93.5643,,,,,,,
Carroll, KY,2016,1,2,0,38.6734,-85.1047,,,,,,,
Carroll, MO,2016,1,0,1,39.3614,-93.4989,,,,,,,
Carroll, OH,2016,1,2,0,40.5707,-81.087,,,,,,,
Carroll, VA,2016,1,0,0,36.7353,-80.8711,,,,,,,
Carter, KY,2016,1,1,0,38.2574,-83.2888,,,,,,,
Cedar, IA,2016,1,0,0,41.8611,-90.9439,,,,,,,
Cedar, MO,2016,1,0,1,37.6233,-93.8036,,,,,,,
Champaign, OH,2016,1,0,1,40.1067,-83.7579,,,,,,,
Charlevoix, MI,2016,1,0,1,45.3251,-85.1999,,,,,,,
Chattahoochee, GA,2016,1,0,0,32.3123,-84.7559,,,,,,,
Chattooga, GA,2016,1,0,0,33.491,-82.0101,,,,,,,
Cherokee, KS,2016,1,0,0,37.0763,-94.6468,,,,,,,
Chesterfield, VA,2016,1,0,1,37.3273,-77.3194,,,,,,,
Chickasaw, IA,2016,1,1,0,42.9536,-92.5388,,,,,,,
Chippewa, MN,2016,1,0,0,45.0086,-95.8004,,,,,,,
Claiborne, LA,2016,1,0,1,32.793,-93.0582,,,,,,,
